6.00449e-05 AEB Tianyang, China
6.0044e-05 HKK Hokitika, New Zealand
6.00381e-05 HZH Liping Airport, China
6.00094e-05 COU Columbia Rgnl, United States
6.00094e-05 CMI Champaign, United States
6.00094e-05 MHK Manhattan Reigonal, United States
5.98696e-05 MAZ Eugenio Maria De Hostos, Puerto Rico
5.98603e-05 HOF Al Ahsa, Saudi Arabia
5.98603e-05 URY Guriat, Saudi Arabia
5.98603e-05 AQI Qaisumah, Saudi Arabia
5.98603e-05 RAE Arar, Saudi Arabia
5.98603e-05 SHW Sharurah, Saudi Arabia
5.98603e-05 AJF Al-Jawf Domestic Airport, Saudi Arabia
5.98603e-05 DWD Dawadmi Domestic Airport, Saudi Arabia
5.98501e-05 KGC Kingscote Airport, Australia
5.98501e-05 CPD Coober Pedy Airport, Australia
5.98501e-05 CED Ceduna Airport, Australia
5.98501e-05 OLP Olympic Dam Airport, Australia
5.98501e-05 PUG Port Augusta Airport, Australia
5.98501e-05 WYA Whyalla Airport, Australia
5.98383e-05 FLO Florence Rgnl, United States
5.98383e-05 PGV Pitt-Greenville Airport, United States
5.97715e-05 WUZ Changzhoudao Airport, China
5.9654e-05 SCK Stockton Metropolitan, United States
5.95926e-05 MMJ Matsumoto, Japan
5.95784e-05 MLB Melbourne Intl, United States
5.95784e-05 DAB Daytona Beach Intl, United States
5.94828e-05 DHM Kangra Airport, India
5.94828e-05 GOP Gorakhpur Airport, India
5.94749e-05 DEC Decatur, United States
5.94749e-05 BRL Southeast Iowa Regional Airport, United States
5.94072e-05 XMS Coronel E Carvajal, Ecuador
5.94072e-05 TUA Teniente Coronel Luis A Mantilla, Ecuador
5.94072e-05 LGQ Nueva Loja Airport, Ecuador
5.93047e-05 ILD Lleida-Alguaire Airport, Spain
5.92312e-05 IPH Sultan Azlan Shah, Malaysia
5.92004e-05 SGS Sanga Sanga Airport, Philippines
5.91912e-05 TMJ Termez Airport, Uzbekistan
5.91013e-05 YUM Yuma Mcas Yuma Intl, United States
5.91003e-05 HBX Hubli Airport, India
5.90396e-05 ENH Enshi Airport, China
5.89965e-05 BIM South Bimini, Bahamas
5.89923e-05 BHJ Bhuj, India
5.89923e-05 BHU Bhavnagar, India
5.89923e-05 DIU Diu Airport, India
5.89214e-05 GRW Graciosa, Portugal
5.8903e-05 LWB Greenbrier Valley Airport, United States
5.8896e-05 MQT Sawyer International Airport, United States
5.87985e-05 VPY Chimoio Airport, Mozambique
5.87739e-05 BKQ Blackall, Australia
5.87739e-05 BCI Barcaldine Airport, Australia
5.87394e-05 CRV Crotone, Italy
5.8694e-05 OTH Southwest Oregon Regional Airport, United States
5.8694e-05 LMT Klamath Falls Airport, United States
5.8672e-05 TAY Tartu, Estonia
5.8672e-05 KEM Kemi Tornio, Finland
5.8672e-05 KAJ Kajaani, Finland
5.8672e-05 KOK Kruunupyy, Finland
5.8672e-05 MHQ Mariehamn, Finland
5.8672e-05 POR Pori, Finland
5.8672e-05 RVN Rovaniemi, Finland
5.8672e-05 SVL Savonlinna, Finland
5.8672e-05 NRK Kungsangen, Sweden
5.86707e-05 HRO Boone Co, United States
5.86383e-05 OGZ Beslan Airport, Russia
5.86383e-05 IAR Tunoshna, Russia
5.85535e-05 AFL Alta Floresta, Brazil
5.8541e-05 PRH Phrae, Thailand
5.8541e-05 NAW Narathiwat, Thailand
5.8541e-05 SNO Sakon Nakhon, Thailand
5.8541e-05 LOE Loei, Thailand
5.8541e-05 ROI Roi Et, Thailand
5.8541e-05 BFV Buri Ram, Thailand
5.8541e-05 UNN Ranong, Thailand
5.8541e-05 CJM Chumphon, Thailand
5.84209e-05 MJZ Mirny, Russia
5.83544e-05 AJI Agri Airport, Turkey
5.83386e-05 TCO La Florida, Colombia
5.82501e-05 MKL Mc Kellar Sipes Rgnl, United States
5.82444e-05 CZU Las Brujas, Colombia
5.82444e-05 EJA Yariguies, Colombia
5.82444e-05 IPI San Luis, Colombia
5.82444e-05 MZL La Nubia, Colombia
5.82444e-05 PPN Guillermo Leon Valencia, Colombia
5.82444e-05 LMC La Macarena, Colombia
5.82444e-05 VGZ Villa Garzon Airport, Colombia
5.82296e-05 MZR Mazar I Sharif, Afghanistan
5.82296e-05 NSH Noshahr Airport, Iran
5.82296e-05 CQD Shahre Kord Airport, Iran
5.82198e-05 PQI Northern Maine Rgnl At Presque Isle, United States
5.81872e-05 MCN Middle Georgia Rgnl, United States
5.80832e-05 PSJ Kasiguncu, Indonesia
5.80832e-05 PUM Pomalaa, Indonesia
5.80316e-05 IPT Williamsport Rgnl, United States
5.80316e-05 HVN Tweed-New Haven Airport, United States
5.79886e-05 AGR Agra, India
5.78998e-05 ACI Alderney, Guernsey
5.78602e-05 NAH Naha, Indonesia
5.78577e-05 HVD Khovd Airport, Mongolia
5.78577e-05 ULG Olgii Airport, Mongolia
5.78348e-05 GLO Gloucestershire, United Kingdom
5.77622e-05 RRS Roros, Norway
5.76154e-05 FDE Forde Bringeland, Norway
5.75513e-05 EVG Sveg, Sweden
5.75445e-05 MZH Merzifon, Turkey
5.75445e-05 DNZ Cardak, Turkey
5.75445e-05 NAV Kapadokya, Turkey
5.75445e-05 EDO Balikesir Korfez Airport, Turkey
5.75445e-05 KCM Kahramanmaras Airport, Turkey
5.75277e-05 PGX Bassillac, France
5.74828e-05 KDL Kardla, Estonia
5.74227e-05 MCV McArthur River Mine Airport, Australia
5.74117e-05 RDC Redencao Airport, Brazil
5.73036e-05 SRA Santa Rosa Airport, Brazil
5.71068e-05 SFT Skelleftea, Sweden
5.69228e-05 KRY Karamay Airport, China
5.68452e-05 HHQ Hua Hin, Thailand
5.68452e-05 PKG Pulau Pangkor Airport, Malaysia
5.67292e-05 PSE Mercedita, Puerto Rico
5.6642e-05 ANE Angers-Loire Airport, France
5.65842e-05 SIF Simara, Nepal
5.65842e-05 SKH Surkhet, Nepal
5.65276e-05 ZOS Canal Bajo Carlos Hott Siebert, Chile
5.65066e-05 GPB Tancredo Thomaz de Faria Airport, Brazil
5.64445e-05 ARM Armidale, Australia
5.64445e-05 CAZ Cobar Airport, Australia
5.64445e-05 OOM Cooma Snowy Mountains Airport, Australia
5.64445e-05 MHU Mount Hotham Airport, Australia
5.64445e-05 LSY Lismore Airport, Australia
5.64445e-05 MRZ Moree Airport, Australia
5.64445e-05 NAA Narrabri Airport, Australia
5.64065e-05 TGC Tanjung Manis Airport, Malaysia
5.63765e-05 WIC Wick, United Kingdom
5.63354e-05 CAP Cap Haitien Intl, Haiti
5.63036e-05 MUH Mersa Matruh, Egypt
5.62234e-05 VDE Hierro, Spain
5.62005e-05 ANR Deurne, Belgium
5.6161e-05 PBO Paraburdoo Airport, Australia
5.61507e-05 KVC King Cove Airport, United States
5.61507e-05 KFP False Pass Airport, United States
5.61507e-05 NLG Nelson Lagoon, United States
5.60712e-05 LRT Lann Bihoue, France
5.59917e-05 TUR Tucurui, Brazil
5.59917e-05 BVS Breves Airport, Brazil
5.59239e-05 IFO Ivano Frankivsk International Airport, Ukraine
5.58905e-05 YJT Stephenville, Canada
5.57473e-05 BAY Tautii Magheraus, Romania
5.57473e-05 OMR Oradea, Romania
5.57473e-05 SUJ Satu Mare, Romania
5.57473e-05 SCV Stefan Cel Mare, Romania
5.57168e-05 ATA Comandante Fap German Arias Graziani, Peru
5.57168e-05 TBP Pedro Canga, Peru
5.56009e-05 IGA Matthew Town, Bahamas
5.56009e-05 MYG Mayaguana, Bahamas
5.55757e-05 SKU Skiros, Greece
5.54443e-05 NYT NAYPYITAW, Burma
5.5437e-05 KSD Karlstad Airport, Sweden
5.54281e-05 TTT Fengnin, Taiwan
5.54072e-05 SSY Mbanza Congo, Angola
5.54072e-05 LUO Luena, Angola
5.53622e-05 VUS Veliky Ustyug, Russia
5.53221e-05 BVV Burevestnik Airport, Russia
5.53221e-05 OHH Okha Airport, Russia
5.53221e-05 DEE Mendeleevo, Russia
5.52255e-05 XKH Xieng Khouang, Laos
5.52255e-05 LXG Luang Namtha, Laos
5.52255e-05 ODY Oudomxay, Laos
5.51364e-05 CSO Magdeburg-Cochstedt, Germany
5.51068e-05 CFN Donegal Airport, Ireland
5.50341e-05 MSW Massawa Intl, Eritrea
5.50031e-05 ZAT Zhaotong Airport, China
5.50031e-05 BSD Baoshan Airport, China
5.50031e-05 LNJ Lincang Airport, China
5.50031e-05 WNH Wenshan Airport, China
5.49861e-05 MFU Mfuwe, Zambia
5.49861e-05 CIP Chipata Airport, Zambia
5.49161e-05 MSE Manston, United Kingdom
5.48869e-05 PHW Phalaborwa, South Africa
5.48869e-05 PTG Polokwane International, South Africa
5.48869e-05 PZB Pietermaritzburg, South Africa
5.48869e-05 RCB Richards Bay, South Africa
5.48869e-05 UTT Mthatha, South Africa
5.48869e-05 MTS Matsapha, Swaziland
5.48869e-05 BUQ J M Nkomo Intl, Zimbabwe
5.48869e-05 MSU Moshoeshoe I Intl, Lesotho
5.48103e-05 LAZ Bom Jesus Da Lapa, Brazil
5.48103e-05 LEC Chapada Diamantina Airport, Brazil
5.47399e-05 DPO Devonport Airport, Australia
5.47079e-05 AHU Cherif El Idrissi, Morocco
5.46727e-05 BJZ Talavera La Real, Spain
5.4565e-05 TNN Tainan, Taiwan
5.45145e-05 PYJ Poliarny Airport, Russia
5.45145e-05 IKS Tiksi Airport, Russia
5.45145e-05 CYX Cherskiy Airport, Russia
5.45145e-05 CKH Chokurdakh Airport, Russia
5.43893e-05 BZO Bolzano, Italy
5.43696e-05 CZE Jose Leonardo Chirinos, Venezuela
5.43696e-05 PYH Casique Aramare, Venezuela
5.43696e-05 SOM San Tome, Venezuela
5.43696e-05 VLV Dr Antonio Nicolas Briceno, Venezuela
5.43521e-05 OSI Osijek, Croatia
5.43407e-05 STC Saint Cloud Regional Airport, United States
5.43372e-05 PDV Plovdiv, Bulgaria
5.42611e-05 PRI Praslin, Seychelles
5.41317e-05 KSF Kassel Calden, Germany
5.41103e-05 AFS Sugraly Airport, Uzbekistan
5.41022e-05 GAO Mariana Grajales, Cuba
5.41022e-05 GER Rafael Cabrera, Cuba
5.41022e-05 VTU Hermanos Ameijeiras, Cuba
5.39852e-05 BPX Qamdo Bangda Airport, China
5.39852e-05 LZY Nyingchi Airport, China
5.39852e-05 PZI Panzhihua, China
5.39852e-05 RKZ Shigatse Peace Airport, China
5.39632e-05 OXF Kidlington, United Kingdom
5.3888e-05 LLF Yongzhou Lingling Airport, China
5.38485e-05 SLM Salamanca, Spain
5.37547e-05 NGQ Gunsa, China
5.37366e-05 ARK Arusha, Tanzania
5.37366e-05 MYW Mtwara, Tanzania
5.37244e-05 RUA Arua Airport, Uganda
5.37209e-05 LCK Rickenbacker Intl, United States
5.37209e-05 BLV Scott Afb Midamerica, United States
5.37209e-05 GYY Gary Chicago International Airport, United States
5.36921e-05 LUD Luderitz Airport, Namibia
5.36466e-05 YZY Mackenzie Airport, Canada
5.36446e-05 GME Gomel, Belarus
5.36446e-05 GNA Hrodno Airport, Belarus
5.36446e-05 BQT Brest, Belarus
5.36415e-05 WAT Waterford, Ireland
5.35507e-05 KGT Kangding Airport, China
5.35123e-05 OGL Ogle, Guyana
5.3464e-05 PJG Panjgur, Pakistan
5.34146e-05 SHM Nanki Shirahama, Japan
5.34146e-05 MBE Monbetsu, Japan
5.34146e-05 IZO Izumo, Japan
5.34146e-05 TTJ Tottori, Japan
5.34146e-05 HAC Hachijojima, Japan
5.34146e-05 OIM Oshima, Japan
5.34146e-05 NTQ Noto, Japan
5.34146e-05 MYE Miyakejima Airport, Japan
5.34146e-05 SYO Shonai Airport, Japan
5.34146e-05 ONJ Odate Noshiro Airport, Japan
5.34005e-05 AMH Arba Minch, Ethiopia
5.34005e-05 BJR Bahir Dar, Ethiopia
5.34005e-05 ASO Asosa, Ethiopia
5.32135e-05 PYY Pai, Thailand
5.31655e-05 LCX Longyan Airport, China
5.31432e-05 LDU Lahad Datu, Malaysia
5.30929e-05 JOS Yakubu Gowon, Nigeria
5.30929e-05 KAD Kaduna, Nigeria
5.29535e-05 BMU Muhammad Salahuddin, Indonesia
5.29415e-05 GJL Jijel, Algeria
5.29415e-05 TEE Cheikh Larbi Tebessi, Algeria
5.29415e-05 MUW Ghriss, Algeria
5.29415e-05 TGR Sidi Mahdi, Algeria
5.29415e-05 LOO Laghouat, Algeria
5.29415e-05 ELU Guemar Airport, Algeria
5.29025e-05 AXK Ataq, Yemen
5.27943e-05 MVR Salak, Cameroon
5.27943e-05 GOU Garoua, Cameroon
5.27135e-05 FRS Mundo Maya International, Guatemala
5.26793e-05 GNS Binaka, Indonesia
5.26793e-05 LSW Malikus Saleh Airport, Indonesia
5.2663e-05 CGM Camiguin Airport, Philippines
5.26167e-05 NYI Sunyani, Ghana
5.25514e-05 RRG Plaine Corail, Mauritius
5.25513e-05 SJI Antique, Philippines
5.25513e-05 VRC Virac Airport, Philippines
5.25513e-05 CYZ Cauayan Airport, Philippines
5.24668e-05 CTM Chetumal Intl, Mexico
5.24668e-05 CVM General Pedro Jose Mendez Intl, Mexico
5.24668e-05 LZC Lazaro Cardenas, Mexico
5.24668e-05 MTT Minatitlan, Mexico
5.24668e-05 NLD Quetzalcoatl Intl, Mexico
5.24668e-05 TAP Tapachula Intl, Mexico
5.24668e-05 JAL Lencero Airport, Mexico
5.23215e-05 YYF Penticton, Canada
5.23215e-05 YZP Sandspit, Canada
5.23215e-05 ZMT Masset Airport, Canada
5.23215e-05 YPW Powell River Airport, Canada
5.23215e-05 YZZ Trail Airport, Canada
5.18139e-05 HAQ Hanimaadhoo Airport, Maldives
5.1767e-05 MSS Massena Intl Richards Fld, United States
5.1767e-05 OGS Ogdensburg Intl, United States
5.17495e-05 IWD Gogebic Iron County Airport, United States
5.17495e-05 HIB Chisholm Hibbing, United States
5.17495e-05 FOD Fort Dodge Rgnl, United States
5.17495e-05 ABR Aberdeen Regional Airport, United States
5.17495e-05 MCW Mason City Municipal, United States
5.17299e-05 ELF El Fashir, Sudan
5.17297e-05 YKM Yakima Air Terminal McAllister Field, United States
5.17297e-05 ALW Walla Walla Regional Airport, United States
5.17297e-05 EAT Pangborn Field, United States
5.16737e-05 MUE Waimea Kohala, United States
5.1605e-05 GHT Ghat, Libya
5.1605e-05 LTD Ghadames East, Libya
5.1605e-05 QUB Ubari Airport, Libya
5.1605e-05 SRX Gardabya Airport, Libya
5.15978e-05 CDC Cedar City Rgnl, United States
5.15978e-05 BTM Bert Mooney Airport, United States
5.15978e-05 TWF Magic Valley Regional Airport, United States
5.15978e-05 PIH Pocatello Regional Airport, United States
5.15978e-05 EKO Elko Regional Airport, United States
5.15978e-05 WYS Yellowstone Airport, United States
5.15819e-05 YLL Lloydminster, Canada
5.15819e-05 YQL Lethbridge, Canada
5.15819e-05 YXH Medicine Hat, Canada
5.15785e-05 SAB Juancho E. Yrausquin, Netherlands Antilles
5.15723e-05 PWE Pevek, Russia
5.15723e-05 VIN Vinnitsa, Ukraine
5.13325e-05 SHL Shillong Airport, India
5.13282e-05 RIW Riverton Regional, United States
5.13282e-05 FMN Four Corners Rgnl, United States
5.13282e-05 TEX Telluride, United States
5.13282e-05 CEZ Cortez Muni, United States
5.13282e-05 SHR Sheridan County Airport, United States
5.13282e-05 LAR Laramie Regional Airport, United States
5.13282e-05 EAR Kearney Municipal Airport, United States
5.13282e-05 ALS San Luis Valley Regional Airport, United States
5.13282e-05 VEL Vernal Regional Airport, United States
5.12737e-05 WJU Wonju Airport, South Korea
5.12024e-05 PPG Pago Pago Intl, American Samoa
5.11959e-05 ZBF Bathurst Airport, Canada
5.11358e-05 GGG East Texas Rgnl, United States
5.11358e-05 GCK Garden City Rgnl, United States
5.11358e-05 BPT Southeast Texas Rgnl, United States
5.11358e-05 SPS Sheppard Afb Wichita Falls Muni, United States
5.11358e-05 ACT Waco Rgnl, United States
5.11358e-05 SJT San Angelo Rgnl Mathis Fld, United States
5.11358e-05 ABI Abilene Rgnl, United States
5.11358e-05 ROW Roswell Intl Air Center, United States
5.11358e-05 TXK Texarkana Rgnl Webb Fld, United States
5.11358e-05 LAW Lawton-Fort Sill Regional Airport, United States
5.11358e-05 JLN Joplin Rgnl, United States
5.11245e-05 RKE Roskilde, Denmark
5.11217e-05 CAH Ca Mau, Vietnam
5.11217e-05 VCS Co Ong Airport, Vietnam
5.09907e-05 ODO Bodaibo, Russia
5.09593e-05 ROP Rota Intl, Northern Mariana Islands
5.09457e-05 KOV Kokshetau Airport, Kazakhstan
5.0915e-05 CNM Cavern City Air Terminal, United States
5.0915e-05 LAM Los Alamos Airport, United States
5.08469e-05 AKF Kufra, Libya
5.08409e-05 RIS Rishiri, Japan
5.08388e-05 GIL Gilgit, Pakistan
5.08388e-05 KDU Skardu Airport, Pakistan
5.08271e-05 HOB Lea Co Rgnl, United States
5.08271e-05 VCT Victoria Regional Airport, United States
5.0795e-05 DIN Dien Bien Phu Airport, Vietnam
5.07918e-05 RAH Rafha, Saudi Arabia
5.07918e-05 TUI Turaif, Saudi Arabia
5.07918e-05 ULH Prince Abdul Majeed Airport, Saudi Arabia
5.06012e-05 MWA Williamson Country Regional Airport, United States
5.06012e-05 JBR Jonesboro Muni, United States
5.06012e-05 TBN Waynesville Rgnl Arpt At Forney Fld, United States
5.06012e-05 UIN Quincy Regional Baldwin Field, United States
5.06012e-05 IRK Kirksville Regional Airport, United States
5.06012e-05 CGI Cape Girardeau Regional Airport, United States
5.05953e-05 APF Naples Muni, United States
5.05216e-05 IAA Igarka Airport, Russia
5.05082e-05 INI Nis, Serbia
5.04962e-05 DYR Ugolny Airport, Russia
5.04962e-05 PES Petrozavodsk Airport, Russia
5.04962e-05 ESL Elista Airport, Russia
5.04962e-05 ULY Ulyanovsk East Airport, Russia
5.04962e-05 OSW Orsk Airport, Russia
5.04962e-05 PEZ Penza Airport, Russia
5.04962e-05 KVK Kirovsk-Apatity Airport, Russia
5.04962e-05 RGK Gorno-Altaysk Airport, Russia
5.04962e-05 GBB Qabala Airport, Azerbaijan
5.04881e-05 RJH Shah Mokhdum, Bangladesh
5.04488e-05 LYH Lynchburg Regional Preston Glenn Field, United States
5.04104e-05 PKB Mid-Ohio Valley Regional Airport, United States
5.03949e-05 CLD McClellan-Palomar Airport, United States
5.03949e-05 IYK Inyokern Airport, United States
5.03949e-05 VIS Visalia Municipal Airport, United States
5.03949e-05 MCE Merced Municipal Airport, United States
5.03199e-05 UDJ Uzhhorod International Airport, Ukraine
5.03047e-05 FUO Foshan, China
5.03047e-05 BFJ Bijie Feixiong Airport, China
5.02711e-05 KNU Kanpur, India
5.02711e-05 LUH Ludhiana, India
5.0189e-05 DHN Dothan Rgnl, United States
5.0189e-05 CSG Columbus Metropolitan Airport, United States
5.0189e-05 GTR Golden Triangle Regional Airport, United States
5.0189e-05 MEI Key Field, United States
5.0189e-05 VLD Valdosta Regional Airport, United States
5.0189e-05 PIB Hattiesburg Laurel Regional Airport, United States
5.0189e-05 MSL Northwest Alabama Regional Airport, United States
5.0189e-05 BQK Brunswick Golden Isles Airport, United States
5.0189e-05 ABY Southwest Georgia Regional Airport, United States
5.0159e-05 KME Kamembe, Rwanda
5.01338e-05 IXG Belgaum, India
5.01338e-05 PNY Pondicherry, India
5.01338e-05 MYQ Mysore Airport, India
5.01278e-05 EJH Wejh, Saudi Arabia
5.00962e-05 TEQ Tekirdağ Çorlu Airport, Turkey
5.00641e-05 PDT Eastern Oregon Regional Airport, United States
5.00276e-05 CVJ General Mariano Matamoros, Mexico
5.00258e-05 JGA Jamnagar, India
5.00258e-05 NDC Nanded Airport, India
5.00224e-05 ESC Delta County Airport, United States
5.00224e-05 PLN Pellston Regional Airport of Emmet County Airport, United States
5.00224e-05 CIU Chippewa County International Airport, United States
4.9933e-05 SUX Sioux Gateway Col Bud Day Fld, United States
4.9933e-05 ART Watertown Intl, United States
4.9933e-05 PAH Barkley Regional Airport, United States
4.9933e-05 DBQ Dubuque Rgnl, United States
4.9933e-05 MKG Muskegon County Airport, United States
4.9933e-05 EAU Chippewa Valley Regional Airport, United States
4.9933e-05 CMX Houghton County Memorial Airport, United States
4.9933e-05 ALO Waterloo Regional Airport, United States
4.98864e-05 YGK Kingston, Canada
4.98864e-05 YZR Chris Hadfield, Canada
4.98781e-05 ZIG Ziguinchor, Senegal
4.98657e-05 IVL Ivalo, Finland
4.98657e-05 JOE Joensuu, Finland
4.98657e-05 KAO Kuusamo, Finland
4.98657e-05 KUO Kuopio, Finland
4.98375e-05 KHS Khasab, Oman
4.98299e-05 CWC Chernivtsi International Airport, Ukraine
4.98232e-05 DND Dundee, United Kingdom
4.98232e-05 DOL St Gatien, France
4.9822e-05 GMZ La Gomera Airport, Spain
4.97734e-05 LNS Lancaster Airport, United States
4.97734e-05 BKW Raleigh County Memorial Airport, United States
4.97734e-05 SHD Shenandoah Valley Regional Airport, United States
4.97658e-05 FLG Flagstaff Pulliam Airport, United States
4.97658e-05 SVC Grant County Airport, United States
4.97658e-05 SOW Show Low Regional Airport, United States
4.96893e-05 CIC Chico Muni, United States
4.96893e-05 MOD Modesto City Co Harry Sham, United States
4.96893e-05 RDD Redding Muni, United States
4.96395e-05 AUG Augusta State, United States
4.96395e-05 RKD Knox County Regional Airport, United States
4.96395e-05 SLK Adirondack Regional Airport, United States
4.96395e-05 RUT Rutland State Airport, United States
4.94911e-05 LPT Lampang, Thailand
4.94911e-05 KKC Khon Kaen, Thailand
4.94911e-05 THS Sukhothai, Thailand
4.94911e-05 TDX Trat, Thailand
4.9483e-05 MBL Manistee County-Blacker Airport, United States
4.94429e-05 SLN Salina Municipal Airport, United States
4.94108e-05 BDU Bardufoss, Norway
4.94108e-05 VDB Leirin, Norway
4.94108e-05 SRP Sorstokken, Norway
4.93396e-05 GEV Gallivare, Sweden
4.93396e-05 OER Ornskoldsvik, Sweden
4.93396e-05 KRN Kiruna, Sweden
4.93175e-05 NAJ Nakhchivan Airport, Azerbaijan
4.93175e-05 ISE Isparta Süleyman Demirel Airport, Turkey
4.93175e-05 ADF Adiyaman Airport, Turkey
4.92711e-05 URE Kuressaare, Estonia
4.92639e-05 SKE Geiteryggen, Norway
4.92395e-05 AGX Agatti, India
4.92013e-05 LWN Gyumri, Armenia
4.91655e-05 LPY Loudes, France
4.91655e-05 AUR Aurillac, France
4.91655e-05 LAI Lannion, France
4.91647e-05 OZZ Ouarzazate, Morocco
4.912e-05 KOS Sihanoukville, Cambodia
4.90733e-05 IOA Ioannina, Greece
4.90733e-05 KSO Aristotelis, Greece
4.90733e-05 KZI Filippos, Greece
4.90733e-05 MLO Milos, Greece
4.90733e-05 JNX Naxos, Greece
4.90733e-05 PAS Paros, Greece
4.90733e-05 JSY Syros Airport, Greece
4.90223e-05 AHN Athens Ben Epps Airport, United States
4.89911e-05 TCG Tacheng Airport, China
4.88265e-05 JKG Jonkoping, Sweden
4.87837e-05 CBG Cambridge, United Kingdom
4.86845e-05 ILY Islay, United Kingdom
4.86845e-05 TRE Tiree, United Kingdom
4.86845e-05 BRR Barra Airport, United Kingdom
4.86845e-05 CAL Campbeltown Airport, United Kingdom
4.84987e-05 TOE Nefta, Tunisia
4.84127e-05 BWK Brac, Croatia
4.81934e-05 RJL Logroño-Agoncillo Airport, Spain
4.80754e-05 ARW Arad, Romania
4.8025e-05 YNY Yangyang International Airport, South Korea
4.79905e-05 SOB Sármellék International Airport, Hungary
4.79877e-05 LPI Saab, Sweden
4.79621e-05 KRP Karup, Denmark
4.79621e-05 RNN Bornholm Ronne, Denmark
4.79621e-05 SGD Sonderborg, Denmark
4.79473e-05 OHD Ohrid, Macedonia
4.79364e-05 YUS Yushu Batang, China
4.78781e-05 EPL Mirecourt, France
4.78781e-05 MCM Monaco, Monaco
4.77795e-05 AOE Anadolu Airport, Turkey
4.77738e-05 DIJ Longvic, France
4.77012e-05 BNX Banja Luka International Airport, Bosnia and Herzegovina
4.75689e-05 TCP Taba Intl, Egypt
4.75386e-05 RGS Burgos Airport, Spain
4.74971e-05 KZS Kastelorizo, Greece
4.72164e-05 THQ Tianshui Airport, China
4.10593e-05 HFN Hornafjordur, Iceland
4.10593e-05 HZK Husavik, Iceland
4.10593e-05 PFJ Patreksfjordur, Iceland
4.10593e-05 SIJ Siglufjordur, Iceland
4.10593e-05 VEY Vestmannaeyjar, Iceland
4.10593e-05 YAV Winnipeg St Andrews, Canada
4.10593e-05 YAW Shearwater, Canada
4.10593e-05 YAZ Tofino, Canada
4.10593e-05 YBB Kugaaruk, Canada
4.10593e-05 YBR Brandon Muni, Canada
4.10593e-05 YCH Miramichi, Canada
4.10593e-05 YCT Coronation, Canada
4.10593e-05 YCW Chilliwack, Canada
4.10593e-05 YDA Dawson City, Canada
4.10593e-05 YDB Burwash, Canada
4.10593e-05 YDC Princeton, Canada
4.10593e-05 YDL Dease Lake, Canada
4.10593e-05 YDN Dauphin Barker, Canada
4.10593e-05 YEN Estevan, Canada
4.10593e-05 YET Edson, Canada
4.10593e-05 YEU Eureka, Canada
4.10593e-05 YFR Fort Resolution, Canada
4.10593e-05 YHB Hudson Bay, Canada
4.10593e-05 YIB Atikokan Muni, Canada
4.10593e-05 YJN St Jean, Canada
4.10593e-05 YKY Kindersley, Canada
4.10593e-05 YKZ Buttonville Muni, Canada
4.10593e-05 YLD Chapleau, Canada
4.10593e-05 YLJ Meadow Lake, Canada
4.10593e-05 YLT Alert, Canada
4.10593e-05 YMA Mayo, Canada
4.10593e-05 YMJ Moose Jaw Air Vice Marshal C M Mcewen, Canada
4.10593e-05 YMW Maniwaki, Canada
4.10593e-05 YMX Montreal Intl Mirabel, Canada
4.10593e-05 YND Gatineau, Canada
4.10593e-05 YNM Matagami, Canada
4.10593e-05 YOC Old Crow, Canada
4.10593e-05 YOD Cold Lake, Canada
4.10593e-05 YPA Prince Albert Glass Field, Canada
4.10593e-05 YPE Peace River, Canada
4.10593e-05 YPG Southport, Canada
4.10593e-05 YPQ Peterborough, Canada
4.10593e-05 YQA Muskoka, Canada
4.10593e-05 YQH Watson Lake, Canada
4.10593e-05 YQV Yorkton Muni, Canada
4.10593e-05 YQW North Battleford, Canada
4.10593e-05 YRI Riviere Du Loup, Canada
4.10593e-05 YRM Rocky Mountain House, Canada
4.10593e-05 YSC Sherbrooke, Canada
4.10593e-05 YSR Nanisivik, Canada
4.10593e-05 YSU Summerside, Canada
4.10593e-05 YTR Trenton, Canada
4.10593e-05 YVC La Ronge, Canada
4.10593e-05 YVG Vermilion, Canada
4.10593e-05 YVT Buffalo Narrows, Canada
4.10593e-05 YVV Wiarton, Canada
4.10593e-05 YWA Petawawa, Canada
4.10593e-05 YWY Wrigley, Canada
4.10593e-05 YXD Edmonton City Centre, Canada
4.10593e-05 YXR Timiskaming Rgnl, Canada
4.10593e-05 YYN Swift Current, Canada
4.10593e-05 YYW Armstrong, Canada
4.10593e-05 YZD Downsview, Canada
4.10593e-05 YZE Gore Bay Manitoulin, Canada
4.10593e-05 YZH Slave Lake, Canada
4.10593e-05 YZU Whitecourt, Canada
4.10593e-05 YZW Teslin, Canada
4.10593e-05 YZX Greenwood, Canada
4.10593e-05 ZFA Faro, Canada
4.10593e-05 ZFM Fort Mcpherson, Canada
4.10593e-05 QFD Boufarik, Algeria
4.10593e-05 HRM Hassi R Mel, Algeria
4.10593e-05 TID Bou Chekif, Algeria
4.10593e-05 QAS Ech Cheliff, Algeria
4.10593e-05 TAF Tafaraoui, Algeria
4.10593e-05 ELG El Golea, Algeria
4.10593e-05 TMX Timimoun, Algeria
4.10593e-05 BYK Bouake, Cote d'Ivoire
4.10593e-05 DJO Daloa, Cote d'Ivoire
4.10593e-05 HGO Korhogo, Cote d'Ivoire
4.10593e-05 MJC Man, Cote d'Ivoire
4.10593e-05 SPY San Pedro, Cote d'Ivoire
